,id,name,tags,created,license,type,channels,filesize,bitrate,bitdepth,duration,samplerate,username,file_path,target_instrument,target
10,246587,overall quality of single note - flute - C#5,"['Csharp5', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:19,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246587/overall quality of single note - flute - C#5.wav,Flute,3
11,246588,overall quality of single note - flute - D5,"['flute', 'single-note', 'D5', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:21,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246588/overall quality of single note - flute - D5.wav,Flute,3
12,246589,overall quality of single note - flute - D5,"['flute', 'single-note', 'D5', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:23,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246589/overall quality of single note - flute - D5.wav,Flute,3
13,246590,overall quality of single note - flute - D#5,"['good-sounds', 'single-note', 'flute', 'Dsharp5', 'multisample', 'neumann-U87']",2014-09-10T11:40:25,http://creativecommons.org/licenses/by/3.0/,wav,1,936736,0,24,6.5,48000.0,MTG,./freesound/246590/overall quality of single note - flute - D#5.wav,Flute,3
14,246591,overall quality of single note - flute - D#5,"['Dsharp5', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:27,http://creativecommons.org/licenses/by/3.0/,wav,1,936736,0,24,6.5,48000.0,MTG,./freesound/246591/overall quality of single note - flute - D#5.wav,Flute,3
15,246592,overall quality of single note - flute - E5,"['flute', 'E5', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:28,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246592/overall quality of single note - flute - E5.wav,Flute,3
16,246593,overall quality of single note - flute - E5,"['flute', 'E5', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:30,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246593/overall quality of single note - flute - E5.wav,Flute,3
17,246594,overall quality of single note - flute - F5,"['F5', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:31,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246594/overall quality of single note - flute - F5.wav,Flute,3
18,246595,overall quality of single note - flute - F5,"['F5', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:33,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246595/overall quality of single note - flute - F5.wav,Flute,3
19,246596,overall quality of single note - flute - F#5,"['Fsharp5', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:35,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246596/overall quality of single note - flute - F#5.wav,Flute,3
20,246597,overall quality of single note - flute - F#5,"['Fsharp5', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:37,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246597/overall quality of single note - flute - F#5.wav,Flute,3
21,246598,overall quality of single note - flute - G5,"['G5', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:39,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246598/overall quality of single note - flute - G5.wav,Flute,3
22,246599,overall quality of single note - flute - G5,"['G5', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:40,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246599/overall quality of single note - flute - G5.wav,Flute,3
23,246600,overall quality of single note - flute - G#5,"['flute', 'Gsharp5', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:42,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246600/overall quality of single note - flute - G#5.wav,Flute,3
24,246601,overall quality of single note - flute - G#5,"['flute', 'Gsharp5', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:44,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246601/overall quality of single note - flute - G#5.wav,Flute,3
25,246602,overall quality of single note - flute - A5,"['multisample', 'flute', 'A5', 'good-sounds', 'single-note', 'neumann-U87']",2014-09-10T11:40:45,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246602/overall quality of single note - flute - A5.wav,Flute,3
26,246603,overall quality of single note - flute - A5,"['flute', 'A5', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:47,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246603/overall quality of single note - flute - A5.wav,Flute,3
27,246604,overall quality of single note - flute - A#5,"['flute', 'Asharp5', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:48,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246604/overall quality of single note - flute - A#5.wav,Flute,3
28,246605,overall quality of single note - flute - A#5,"['flute', 'Asharp5', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:50,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246605/overall quality of single note - flute - A#5.wav,Flute,3
29,246606,overall quality of single note - flute - B5,"['flute', 'B5', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:51,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246606/overall quality of single note - flute - B5.wav,Flute,3
30,246607,overall quality of single note - flute - B5,"['flute', 'B5', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:53,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246607/overall quality of single note - flute - B5.wav,Flute,3
31,246608,overall quality of single note - flute - C6,"['flute', 'single-note', 'C6', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:40:54,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246608/overall quality of single note - flute - C6.wav,Flute,3
32,246609,overall quality of single note - flute - C6,"['flute', 'single-note', 'C6', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:41:58,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246609/overall quality of single note - flute - C6.wav,Flute,3
33,246610,overall quality of single note - flute - C#6,"['flute', 'single-note', 'multisample', 'good-sounds', 'Csharp5', 'neumann-U87']",2014-09-10T11:42:00,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246610/overall quality of single note - flute - C#6.wav,Flute,3
34,246611,overall quality of single note - flute - C#6,"['flute', 'single-note', 'multisample', 'good-sounds', 'Csharp5', 'neumann-U87']",2014-09-10T11:42:02,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246611/overall quality of single note - flute - C#6.wav,Flute,3
35,246612,overall quality of single note - flute - D6,"['flute', 'single-note', 'multisample', 'good-sounds', 'D5', 'neumann-U87']",2014-09-10T11:42:04,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246612/overall quality of single note - flute - D6.wav,Flute,3
36,246613,overall quality of single note - flute - D6,"['flute', 'single-note', 'multisample', 'D5', 'neumann-U87', 'good-sounds']",2014-09-10T11:42:05,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246613/overall quality of single note - flute - D6.wav,Flute,3
37,246614,overall quality of single note - flute - D#6,"['flute', 'single-note', 'multisample', 'good-sounds', 'Dsharp5', 'neumann-U87']",2014-09-10T11:42:07,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246614/overall quality of single note - flute - D#6.wav,Flute,3
38,246615,overall quality of single note - flute - D#6,"['flute', 'single-note', 'multisample', 'good-sounds', 'Dsharp5', 'neumann-U87']",2014-09-10T11:42:09,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246615/overall quality of single note - flute - D#6.wav,Flute,3
39,246616,overall quality of single note - flute - E6,"['flute', 'multisample', 'single-note', 'good-sounds', 'E5', 'neumann-U87']",2014-09-10T11:42:10,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246616/overall quality of single note - flute - E6.wav,Flute,3
40,246617,overall quality of single note - flute - E6,"['multisample', 'flute', 'single-note', 'good-sounds', 'E5', 'neumann-U87']",2014-09-10T11:42:12,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246617/overall quality of single note - flute - E6.wav,Flute,3
41,246618,overall quality of single note - flute - F6,"['multisample', 'flute', 'single-note', 'good-sounds', 'F5', 'neumann-U87']",2014-09-10T11:42:14,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246618/overall quality of single note - flute - F6.wav,Flute,3
42,246619,overall quality of single note - flute - F6,"['multisample', 'flute', 'good-sounds', 'single-note', 'F5', 'neumann-U87']",2014-09-10T11:42:15,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246619/overall quality of single note - flute - F6.wav,Flute,3
43,246620,overall quality of single note - flute - F#6,"['flute', 'single-note', 'multisample', 'good-sounds', 'Fsharp5', 'neumann-U87']",2014-09-10T11:42:17,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246620/overall quality of single note - flute - F#6.wav,Flute,3
44,246621,overall quality of single note - flute - F6,"['flute', 'single-note', 'multisample', 'good-sounds', 'F5', 'neumann-U87']",2014-09-10T11:42:18,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246621/overall quality of single note - flute - F6.wav,Flute,3
45,246622,overall quality of single note - flute - F6,"['flute', 'single-note', 'good-sounds', 'multisample', 'F5', 'neumann-U87']",2014-09-10T11:42:20,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246622/overall quality of single note - flute - F6.wav,Flute,3
46,246623,overall quality of single note - flute - F#6,"['flute', 'single-note', 'multisample', 'Fsharp5', 'neumann-U87', 'good-sounds']",2014-09-10T11:42:22,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246623/overall quality of single note - flute - F#6.wav,Flute,3
47,246624,overall quality of single note - flute - F#6,"['flute', 'single-note', 'good-sounds', 'multisample', 'Fsharp5', 'neumann-U87']",2014-09-10T11:42:23,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246624/overall quality of single note - flute - F#6.wav,Flute,3
48,246625,overall quality of single note - flute - G6,"['flute', 'single-note', 'good-sounds', 'multisample', 'G5', 'neumann-U87']",2014-09-10T11:42:24,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246625/overall quality of single note - flute - G6.wav,Flute,3
49,246626,overall quality of single note - flute - G6,"['flute', 'single-note', 'good-sounds', 'multisample', 'G5', 'neumann-U87']",2014-09-10T11:42:26,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246626/overall quality of single note - flute - G6.wav,Flute,3
50,246627,overall quality of single note - flute - G#6,"['flute', 'single-note', 'good-sounds', 'multisample', 'Gsharp5', 'neumann-U87']",2014-09-10T11:42:28,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246627/overall quality of single note - flute - G#6.wav,Flute,3
51,246628,overall quality of single note - flute - G#6,"['flute', 'single-note', 'good-sounds', 'multisample', 'Gsharp5', 'neumann-U87']",2014-09-10T11:42:29,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246628/overall quality of single note - flute - G#6.wav,Flute,3
52,246629,overall quality of single note - flute - A6,"['flute', 'single-note', 'good-sounds', 'multisample', 'A5', 'neumann-U87']",2014-09-10T11:42:31,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246629/overall quality of single note - flute - A6.wav,Flute,3
53,246630,overall quality of single note - flute - A6,"['flute', 'single-note', 'good-sounds', 'multisample', 'A5', 'neumann-U87']",2014-09-10T11:42:33,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246630/overall quality of single note - flute - A6.wav,Flute,3
54,246631,overall quality of single note - flute - A#6,"['flute', 'single-note', 'good-sounds', 'multisample', 'Asharp5', 'neumann-U87']",2014-09-10T11:42:34,http://creativecommons.org/licenses/by/3.0/,wav,1,720736,0,24,5.0,48000.0,MTG,./freesound/246631/overall quality of single note - flute - A#6.wav,Flute,3
55,246632,overall quality of single note - flute - A#6,"['flute', 'single-note', 'good-sounds', 'Asharp5', 'neumann-U87', 'multisample']",2014-09-10T11:42:36,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246632/overall quality of single note - flute - A#6.wav,Flute,3
56,246633,overall quality of single note - flute - A#6,"['flute', 'single-note', 'good-sounds', 'multisample', 'Asharp5', 'neumann-U87']",2014-09-10T11:42:37,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246633/overall quality of single note - flute - A#6.wav,Flute,3
57,246634,overall quality of single note - flute - B6,"['flute', 'single-note', 'good-sounds', 'multisample', 'B5', 'neumann-U87']",2014-09-10T11:42:39,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246634/overall quality of single note - flute - B6.wav,Flute,3
58,246635,overall quality of single note - flute - B6,"['flute', 'single-note', 'good-sounds', 'multisample', 'B5', 'neumann-U87']",2014-09-10T11:42:40,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246635/overall quality of single note - flute - B6.wav,Flute,3
59,246636,overall quality of single note - flute - C7,"['flute', 'single-note', 'good-sounds', 'multisample', 'Fsharp5', 'neumann-U87']",2014-09-10T11:42:42,http://creativecommons.org/licenses/by/3.0/,wav,1,648736,0,24,4.5,48000.0,MTG,./freesound/246636/overall quality of single note - flute - C7.wav,Flute,3
60,246637,overall quality of single note - flute - C7,"['flute', 'single-note', 'good-sounds', 'multisample', 'Fsharp5', 'neumann-U87']",2014-09-10T11:42:44,http://creativecommons.org/licenses/by/3.0/,wav,1,612736,0,24,4.25,48000.0,MTG,./freesound/246637/overall quality of single note - flute - C7.wav,Flute,3
61,246638,overall quality of single note - flute - C7,"['flute', 'single-note', 'good-sounds', 'multisample', 'Fsharp5', 'neumann-U87']",2014-09-10T11:42:45,http://creativecommons.org/licenses/by/3.0/,wav,1,756736,0,24,5.25,48000.0,MTG,./freesound/246638/overall quality of single note - flute - C7.wav,Flute,3
62,246639,overall quality of single note - flute - C4,"['flute', 'single-note', 'C4', 'good-sounds', 'neumann-U87', 'multisample']",2014-09-10T11:42:47,http://creativecommons.org/licenses/by/3.0/,wav,1,1080736,0,24,7.5,48000.0,MTG,./freesound/246639/overall quality of single note - flute - C4.wav,Flute,3
63,246640,overall quality of single note - flute - C4,"['flute', 'single-note', 'C4', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:42:48,http://creativecommons.org/licenses/by/3.0/,wav,1,1152736,0,24,8.0,48000.0,MTG,./freesound/246640/overall quality of single note - flute - C4.wav,Flute,3
64,246641,overall quality of single note - flute - C#4,"['Csharp4', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:42:50,http://creativecommons.org/licenses/by/3.0/,wav,1,936736,0,24,6.5,48000.0,MTG,./freesound/246641/overall quality of single note - flute - C#4.wav,Flute,3
65,246642,overall quality of single note - flute - C#4,"['Csharp4', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:42:51,http://creativecommons.org/licenses/by/3.0/,wav,1,1008736,0,24,7.0,48000.0,MTG,./freesound/246642/overall quality of single note - flute - C#4.wav,Flute,3
66,246643,overall quality of single note - flute - D4,"['flute', 'D4', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:42:53,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246643/overall quality of single note - flute - D4.wav,Flute,3
67,246644,overall quality of single note - flute - D4,"['flute', 'D4', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:42:55,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246644/overall quality of single note - flute - D4.wav,Flute,3
68,246645,overall quality of single note - flute - D#4,"['Dsharp4', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:42:56,http://creativecommons.org/licenses/by/3.0/,wav,1,1008736,0,24,7.0,48000.0,MTG,./freesound/246645/overall quality of single note - flute - D#4.wav,Flute,3
69,246646,overall quality of single note - flute - D#4,"['Dsharp4', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:42:58,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246646/overall quality of single note - flute - D#4.wav,Flute,3
70,246647,overall quality of single note - flute - E4,"['flute', 'E4', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:42:59,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246647/overall quality of single note - flute - E4.wav,Flute,3
71,246648,overall quality of single note - flute - E4,"['flute', 'E4', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:01,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246648/overall quality of single note - flute - E4.wav,Flute,3
72,246649,overall quality of single note - flute - F4,"['F4', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:03,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246649/overall quality of single note - flute - F4.wav,Flute,3
73,246650,overall quality of single note - flute - F4,"['F4', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:04,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246650/overall quality of single note - flute - F4.wav,Flute,3
74,246651,overall quality of single note - flute - F#4,"['Fsharp4', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:06,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246651/overall quality of single note - flute - F#4.wav,Flute,3
75,246652,overall quality of single note - flute - F#4,"['multisample', 'Fsharp4', 'flute', 'single-note', 'good-sounds', 'neumann-U87']",2014-09-10T11:43:07,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246652/overall quality of single note - flute - F#4.wav,Flute,3
76,246653,overall quality of single note - flute - G4,"['G4', 'flute', 'single-note', 'multisample', 'good-sounds', 'neumann-U87']",2014-09-10T11:43:09,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246653/overall quality of single note - flute - G4.wav,Flute,3
77,246654,overall quality of single note - flute - G4,"['G4', 'flute', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:10,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246654/overall quality of single note - flute - G4.wav,Flute,3
78,246655,overall quality of single note - flute - G#4,"['flute', 'Gsharp4', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:12,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246655/overall quality of single note - flute - G#4.wav,Flute,3
79,246656,overall quality of single note - flute - G#4,"['flute', 'Gsharp4', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:14,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246656/overall quality of single note - flute - G#4.wav,Flute,3
80,246657,overall quality of single note - flute - A4,"['flute', 'A4', 'single-note', 'good-sounds', 'neumann-U87', 'multisample']",2014-09-10T11:43:15,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246657/overall quality of single note - flute - A4.wav,Flute,3
81,246658,overall quality of single note - flute - A4,"['flute', 'A4', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:17,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246658/overall quality of single note - flute - A4.wav,Flute,3
82,246659,overall quality of single note - flute - A#4,"['flute', 'single-note', 'good-sounds', 'multisample', 'Asharp5', 'neumann-U87']",2014-09-10T11:43:18,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246659/overall quality of single note - flute - A#4.wav,Flute,3
83,246660,overall quality of single note - flute - A#4,"['flute', 'Asharp4', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:20,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246660/overall quality of single note - flute - A#4.wav,Flute,3
84,246661,overall quality of single note - flute - B4,"['flute', 'B4', 'single-note', 'good-sounds', 'multisample', 'neumann-U87']",2014-09-10T11:43:21,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246661/overall quality of single note - flute - B4.wav,Flute,3
85,246662,overall quality of single note - flute - B4,"['flute', 'B4', 'single-note', 'good-sounds', 'neumann-U87', 'multisample']",2014-09-10T11:43:23,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246662/overall quality of single note - flute - B4.wav,Flute,3
86,246663,overall quality of single note - flute - C5,"['flute', 'single-note', 'C5', 'multisample', 'good-sounds', 'neumann-U87']",2014-09-10T11:43:24,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246663/overall quality of single note - flute - C5.wav,Flute,3
87,246664,overall quality of single note - flute - C5,"['multisample', 'flute', 'single-note', 'C5', 'good-sounds', 'neumann-U87']",2014-09-10T11:43:26,http://creativecommons.org/licenses/by/3.0/,wav,1,792736,0,24,5.5,48000.0,MTG,./freesound/246664/overall quality of single note - flute - C5.wav,Flute,3
88,246665,overall quality of single note - flute - C#5,"['multisample', 'Csharp5', 'flute', 'single-note', 'good-sounds', 'neumann-U87']",2014-09-10T11:43:27,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246665/overall quality of single note - flute - C#5.wav,Flute,3
89,246666,overall quality of single note - flute - C#5,"['multisample', 'Csharp5', 'flute', 'single-note', 'neumann-U87', 'good-sounds']",2014-09-10T11:43:29,http://creativecommons.org/licenses/by/3.0/,wav,1,936736,0,24,6.5,48000.0,MTG,./freesound/246666/overall quality of single note - flute - C#5.wav,Flute,3
90,246667,overall quality of single note - flute - D5,"['multisample', 'flute', 'single-note', 'D5', 'good-sounds', 'neumann-U87']",2014-09-10T11:43:31,http://creativecommons.org/licenses/by/3.0/,wav,1,864736,0,24,6.0,48000.0,MTG,./freesound/246667/overall quality of single note - flute - D5.wav,Flute,3
